Code ICD-11,Nom de la maladie
1F54.2,Mucocutaneous leishmaniasis
1F54.Z,Leishmaniasis
1F55,Naegleriasis
1F56,Rhinosporidiosis
1F57.0,Hepatitis due to Toxoplasma gondii
1F57.1,Meningoencephalitis due to Toxoplasma gondii
1F57.2,Pulmonary toxoplasmosis due to Toxoplasma gondii
1F57.3,Eye disease due to Toxoplasma gondii
1F57.Y,Other specified toxoplasmosis
1F57.Z,Toxoplasmosis
1F58,Microsporidiosis
1F5Z,Unspecified protozoal disease
1F60.0,Eosinophilic meningitis due to Angiostrongylus cantonensis
1F60.1,Intestinal angiostrongyliasis
1F60.Y,Other specified angiostrongyliasis
1F60.Z,Angiostrongyliasis
1F61,Anisakiasis
1F62,Ascariasis
1F63.0,Capillariasis of the intestine
1F63.Y,Other specified capillariasis
1F63.Z,Capillariasis
1F64,Dracunculiasis
1F65,Enterobiasis
1F66.0,Loiasis
1F66.1,Mansonelliasis
1F66.2,Filariasis due to Brugia species
1F66.30,Filariasis due to Wuchereria bancrofti
1F66.31,Filariasis due to Brugia malayi
1F66.32,Filariasis due to Brugia timori
1F66.3Z,Lymphatic filariasis
1F66.4,Subcutaneous dirofilariasis
1F66.Y,Other specified filariasis
1F66.Z,Filariasis
1F67,Gnathostomiasis
1F68.0,Ancylostomiasis
1F68.1,Necatoriasis
1F68.2,Cutaneous larva migrans
1F69,Oesophagostomiasis
1F6A.0,Onchocerciasis of the eye
1F6A.1,Onchocerciasis of the skin
1F6A.Y,Other specified onchocerciasis
1F6B,Strongyloidiasis
1F6C,Syngamosis
1F6D,Toxocariasis
1F6E,Trichinosis
1F6F,Trichostrongyliasis
1F6G,Trichuriasis
1F6H,Uncinariosis
1F6Y,Other specified diseases due to nematodes
1F6Z,Diseases due to nematodes
1F70.00,Meningitis due to Cysticercosis
1F70.1,Cysticercosis of eye
1F70.Y,Other specified cysticercosis
1F70.Z,Cysticercosis
1F71,Diphyllobothriasis
1F72,Dipylidiasis
1F73.0,Echinococcus infection of liver
1F73.1,Echinococcus infection of lung
1F73.2,Echinococcus infection of bone
1F73.3,Echinococcus infection of central nervous system
1F73.Y,Other specified echinococcosis
1F73.Z,Echinococcosis
1F74,Hymenolepiasis
1F75,Sparganosis
1F76.0,Taeniasis due to Taenia solium
1F76.1,Taeniasis due to Taenia saginata
1F76.Y,Other specified taeniasis
1F76.Z,Taeniasis
1F7Y,Other specified diseases due to cestodes
1F7Z,Diseases due to cestodes
1F80,Clonorchiasis
1F81,Dicrocoeliasis
1F82,Fascioliasis
1F83,Fasciolopsiasis
1F84,Opisthorchiasis
1F85,Paragonimiasis
1F86.0,Schistosomiasis due to Schistosoma haematobium
1F86.1,Schistosomiasis due to Schistosoma mansoni
1F86.2,Schistosomiasis due to Schistosoma japonicum
1F86.3,Other schistosomiases
1F86.4,Cercarial dermatitis
1F86.5,Schistosomal pneumonitis
1F86.Z,Schistosomiasis due to unspecified or unknown Schistosoma species
1F8Y,Other specified diseases due to trematodes
1F8Z,Diseases due to trematodes
1F90.0,Mixed intestinal helminthiases
1F90.1,Intestinal parasitic infestation not otherwise specified
1F90.2,Intestinal helminthiasis
1F90.Y,Other specified other and unspecified infestation by parasitic worms
1F90.Z,Other and unspecified infestation by parasitic worms
1F91,Diphyllobothriasis and sparganosis
1F9Z,Helminthiases
1G00.0,Pediculosis capitis
1G00.1,Pediculosis corporis
1G00.Z,Pediculosis of unspecfied site or type
1G01.0,Ocular myiasis
1G01.1,Nasopharyngeal myiasis
1G01.2,Laryngeal myiasis
1G01.3,Cutaneous myiasis
1G01.Y,Other specified myiasis
1G01.Z,Myiasis
1G02,External hirudiniasis
1G03,Phthiriasis
1G04.0,Classical scabies
1G04.1,Crusted scabies
1G04.Y,Other and unspecified scabies
1G05,Tungiasis
1G06,Cimicosis
1G07.0,Infestation by Demodex
1G07.Y,Infestation of the skin by other specified parasitic mites
1G0Y,Infestation by other specified ectoparasite
1G0Z,Infestation by unknown or unspecified ectoparasite
1G2Y,Other specified parasitic diseases
1G2Z,Unspecified parasitic diseases
1G40,Sepsis without septic shock
1G41,Sepsis with septic shock
1G60.0,Mycetoma of unknown or unspecified type
1G60.1,Pythiosis
1G60.2,Protothecosis
1G60.Y,Other specified disorders of infectious origin not elsewhere classified
1G80,Sequelae of tuberculosis
1G81,Sequelae of trachoma
1G82,Sequelae of leprosy
1G83,Sequelae of poliomyelitis
1G84,Sequelae of viral encephalitis
1G85,Sequelae of diphtheria
1G8Y,Sequelae of other specified infectious diseases
1H0Z,Infection
2A00.00,Glioblastoma of brain
2A00.0Y,Other specified gliomas of brain
2A00.0Z,Gliomas of brain
2A00.10,Medulloblastoma of brain
2A00.11,Central primitive neuroectodermal tumour
2A00.1Y,Other specified embryonal tumours of brain
2A00.1Z,Embryonal tumours of brain
2A00.20,Tumours of the pineal gland or pineal region
2A00.21,Mixed neuronal-glial tumours
2A00.22,Choroid plexus papilloma
2A00.2Y,Other specified tumours of neuroepithelial tissue of brain
2A00.2Z,Tumours of neuroepithelial tissue of brain
2A00.3,Central neurocytoma of brain
2A00.4,Astroblastoma of the brain
2A00.5,Primary neoplasm of brain of unknown or unspecified type
2A01.00,Primary malignant meningioma
2A01.0Y,Other specified meningeal tumours
2A01.0Z,Meningeal tumours
2A01.1,Mesenchymal tumours of meninges
2A01.2,Primary neoplasm of meninges of unknown or unspecified type
2A02.00,Glioblastoma of spinal cord
2A02.0Y,Other specified gliomas of spinal cord
2A02.0Z,Gliomas of spinal cord
2A02.10,Malignant peripheral nerve sheath tumour
2A02.11,Paraspinal neuroblastoma
2A02.12,Malignant neoplasm of the optic nerve
2A02.1Y,Other specified tumours of cranial or paraspinal nerves
2A02.1Z,Tumours of cranial or paraspinal nerves
2A02.2,Primary neoplasm of spinal cord or cranial nerves of unknown or unspecified type
2A02.3,Benign neoplasm of cranial nerves
2A02.4,Benign neoplasm of spinal cord
2A0Z,Other and unspecified neoplasms of brain or central nervous system
2A20.00,Chronic myelogenous leukaemia with blast crisis
2A20.01,Chronic myelogenous leukaemia
2A20.02,Chronic myelogenous leukaemia
2A20.03,Naegeli-type monocytic leukaemia
2A20.0Y,Other specified chronic myelogenous leukaemia
2A20.0Z,Chronic myelogenous leukaemia
2A20.1,Chronic neutrophilic leukaemia
2A20.2,Primary myelofibrosis
2A20.3,Chronic eosinophilic leukaemia
2A20.4,Polycythaemia vera
2A20.5,Non mast cell myeloproliferative neoplasm
2A20.Y,Other specified non mast cell myeloproliferative neoplasms
2A20.Z,Non mast cell myeloproliferative neoplasms
2A21.00,Mast cell leukaemia
2A21.0Y,Other specified systemic mastocytosis
2A21.0Z,Systemic mastocytosis
2A21.10,Urticaria pigmentosa
2A21.1Y,Other specified cutaneous mastocytosis
2A21.2,Mast cell sarcoma
2A21.3,Extracutaneous mastocytoma
2A21.Y,Other specified mastocytosis
2A21.Z,Mastocytosis
2A22,Other and unspecified myeloproliferative neoplasms
2A30,Refractory anaemia
2A31,Refractory neutropenia
2A32,Refractory thrombocytopenia
2A33,Refractory anaemia with ring sideroblasts
2A34,Refractory cytopenia with multi-lineage dysplasia
2A35,Refractory anaemia with excess of blasts
2A36,Myelodysplastic syndrome with isolated del(5q)
2A37,Myelodysplastic syndrome
2A38,Refractory cytopenia of childhood
2A3Y,Other specified myelodysplastic syndromes
2A3Z,Myelodysplastic syndromes
2A40,Chronic myelomonocytic leukaemia
2A41,Atypical chronic myeloid leukaemia
2A42.0,Juvenile myelomonocytic leukaemia in complete remission
2A42.Y,Other specified juvenile myelomonocytic leukaemia
2A42.Z,Juvenile myelomonocytic leukaemia
2A43,Refractory anaemia with ring sideroblasts associated with marked thrombocytosis
2A44,Myeloproliferative and myelodysplastic disease
2A4Y,Other specified myelodysplastic and myeloproliferative neoplasms
2A4Z,Myelodysplastic and myeloproliferative neoplasms
2A50,Myeloid neoplasm associated with PDGFRA rearrangement
2A51,Myeloid neoplasm associated with PDGFRB rearrangement
2A52,Myeloid or lymphoid neoplasms with FGFR1 abnormalities
2A5Z,Myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA
2A60.0,Acute myeloid leukaemia with recurrent genetic abnormalities
2A60.1,Acute myeloid leukaemia with myelodysplasia-related changes
2A60.20,Therapy related acute myeloid leukaemia or myelodysplastic syndrome
2A60.2Y,Other specified therapy-related myeloid neoplasms
2A60.2Z,Therapy-related myeloid neoplasms
2A60.30,Acute myeloid leukaemia with minimal differentiation
2A60.31,Acute myeloid leukaemia without maturation
2A60.32,Acute myeloid leukaemia with maturation
2A60.33,Acute myelomonocytic leukaemia
2A60.34,Acute monoblastic or monocytic leukaemia
2A60.35,Acute erythroid leukaemia
2A60.36,Acute megakaryoblastic leukaemia
2A60.37,Acute basophilic leukaemia
2A60.38,Acute panmyelosis with myelofibrosis
2A60.39,Myeloid sarcoma
2A60.3Y,Other specified acute myeloid leukaemia
2A60.3Z,Acute myeloid leukaemia
2A60.40,Transient abnormal myelopoiesis
2A60.41,Myeloid leukaemia associated with Down syndrome
2A60.4Y,Other specified myeloid proliferation associated with Down syndrome
2A60.4Z,Myeloid proliferation associated with Down syndrome
2A60.5,Blastic plasmacytoid dendritic cell neoplasm
2A60.Y,Other specified acute myeloid leukaemias and related precursor neoplasms
2A60.Z,Acute myeloid leukaemias and related precursor neoplasms
2A61,Acute leukaemias of ambiguous lineage
2A70.0,B Lymphoblastic leukaemia or lymphoma
2A70.1,B lymphoblastic leukaemia or lymphoma with t(9:22) (q34;q11.2); BCR-ABL1
2A70.Y,Other B-lymphoblastic leukaemia/lymphoma with recurrent genetic abnormalities
2A71,Precursor T-lymphoblastic neoplasms
2A7Z,Precursor lymphoid neoplasms
2A80.0,Follicular lymphoma grade 1
2A80.1,Follicular lymphoma grade 2
2A80.2,Follicular lymphoma grade 3
2A80.3,Primary cutaneous follicle centre lymphoma
2A80.4,Paediatric type follicular lymphoma
2A80.5,Follicular lymphoma in situ
2A80.6,Follicular lymphoma of small intestine
2A80.Y,Other specified follicular lymphoma
2A80.Z,Follicular lymphoma
2A81.0,Primary mediastinal large B-cell lymphoma
2A81.1,Intravascular large B-cell lymphoma
2A81.2,Plasmablastic lymphoma
2A81.3,Lymphomatoid granulomatosis
2A81.4,T-cell/histiocyte rich large B-cell lymphoma
2A81.5,Primary diffuse large B-cell lymphoma of central nervous system
2A81.6,Epstein-Barr Virus-positive diffuse large B cell lymphoma of the elderly
2A81.7,Diffuse large B-cell lymphoma associated with chronic inflammation
2A81.8,ALK-positive large B-cell lymphoma
2A81.9,Primary effusion lymphoma
2A81.A,Primary cutaneous diffuse large B-cell lymphoma
2A81.Y,Other specified diffuse large B-cell lymphomas
2A81.Z,Diffuse large B-cell lymphoma
2A82.00,Chronic lymphocytic leukaemia of B-cell type
2A82.0Y,Other specified chronic lymphocytic leukaemia or small lymphocytic lymphoma
2A82.0Z,Chronic lymphocytic leukaemia or small lymphocytic lymphoma
2A82.10,B-cell prolymphocytic leukaemia in complete remission
2A82.1Y,Other specified b-cell prolymphocytic leukaemia
2A82.1Z,B-cell prolymphocytic leukaemia
2A82.2,Hairy-cell leukaemia
2A82.3,Splenic B-cell lymphoma or leukaemia
2A82.Y,Other specified mature B-cell neoplasm with leukaemic behaviour
2A82.Z,Mature B-cell neoplasm with leukaemic behaviour
2A83.0,Monoclonal gammopathy of undetermined significance
2A83.1,Plasma cell myeloma
2A83.2,Solitary plasmacytoma
2A83.3,Extraosseous plasmacytoma
2A83.4,Plasma cell leukaemia
2A83.50,Heavy chain deposition disease
2A83.51,Light and heavy chain deposition disease
2A83.52,Light chain deposition disease
2A83.Y,Other specified multiple myeloma and plasma cell neoplasms
2A83.Z,Plasma cell neoplasm
2A84.0,Alpha heavy chain disease
2A84.1,Gamma heavy chain disease
2A84.2,Mu heavy chain disease
2A84.Y,Other specified malignant immunoproliferative diseases
2A84.Z,Heavy chain diseases
2A85.0,Nodal marginal zone lymphoma
2A85.1,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue of stomach
2A85.2,Extranodal marginal zone B-cell lymphoma
2A85.3,Extranodal marginal zone B-cell lymphoma
2A85.4,Lymphoplasmacytic lymphoma
2A85.5,Mantle cell lymphoma
2A85.6,Burkitt lymphoma including Burkitt leukaemia
2A85.Y,Further specified mature B-cell neoplasms or lymphoma
2A86.0,Malignant lymphoma of B cell type
2A86.1,B-cell lymphoma unclassifiable with features intermediate between Burkitt lymphoma and diffuse large B-cell lymphoma
2A86.2,B-cell lymphoma unclassifiable with features intermediate between classical Hodgkin lymphoma and diffuse large B-cell lymphoma
2A86.Y,Other specified B-cell lymphoma
2A86.Z,B-cell lymphoma
2A8Z,Mature B-cell neoplasms
2A90.0,T-cell prolymphocytic leukaemia
2A90.1,T-cell large granular lymphocytic leukaemia
2A90.2,Chronic lymphoproliferative disorders of NK-cells
2A90.3,Aggressive NK cell leukaemia
2A90.4,Systemic Epstein-Barr Virus-positive T-cell lymphoma of childhood
2A90.5,Adult T-cell lymphoma or leukaemia
2A90.6,Extranodal NK/T-cell lymphoma
2A90.7,Enteropathy associated T-cell lymphoma
2A90.8,Hepatosplenic T-cell lymphoma
2A90.9,Angioimmunoblastic T-cell lymphoma
2A90.A,Anaplastic large cell lymphoma
2A90.B,Anaplastic large cell lymphoma
2A90.C,Peripheral T-cell lymphoma
2B00,Subcutaneous panniculitis-like T-cell lymphoma
2B01,Mycosis fungoides
2B02,Sézary syndrome
2B03.0,Primary cutaneous CD30 positive anaplastic large cell lymphoma
2B03.1,Lymphomatoid papulosis
2B0Y,Other specified primary cutaneous mature T-cell or NK-cell lymphomas and lymphoproliferative disorders
2B0Z,Primary cutaneous T-cell lymphoma of undetermined or unspecified type
2B2Y,Other specified mature T-cell or NK-cell neoplasms
2B2Z,Mature T-cell or NK-cell neoplasms
2B30.0,Nodular lymphocyte predominant Hodgkin lymphoma
2B30.10,Nodular sclerosis classical Hodgkin lymphoma
2B30.11,Lymphocyte-rich classical Hodgkin lymphoma
2B30.12,Mixed cellularity classical Hodgkin lymphoma
2B30.13,Lymphocyte depleted classical Hodgkin lymphoma
2B30.1Z,Classical Hodgkin lymphoma
2B30.Z,Hodgkin lymphoma
2B31.0,Juvenile xanthogranuloma
2B31.1,Histiocytic sarcoma
2B31.20,Langerhans cell histiocytosis involving the skin
2B31.2Y,Other specified Langerhans cell histiocytosis
2B31.3,Langerhans cell sarcoma
2B31.4,Interdigitating dendritic cell sarcoma
2B31.5,Follicular dendritic cell sarcoma
2B31.6,Indeterminate dendritic cell tumour
2B31.7,Fibroblastic reticular cell tumour
2B31.Y,Other specified histiocytic or dendritic cell neoplasms
2B31.Z,Histiocytic or dendritic cell neoplasms
2B32.0,Post-transplant lymphoproliferative disorder
2B32.1,Reactive plasmacytic hyperplasia
2B32.2,Post-transplant lymphoproliferative disorder
2B32.3,Polymorphic post-transplant lymphoproliferative disorder
2B32.Y,Other specified immunodeficiency-associated lymphoproliferative disorders
2B32.Z,Immunodeficiency-associated lymphoproliferative disorders
2B33.0,Acute leukaemia
2B33.1,Myeloid leukaemia
2B33.2,Chronic myeloid leukaemia
2B33.3,Lymphoid leukaemia
2B33.4,Leukaemia
2B33.5,Malignant lymphoma
2B33.Y,Other malignant haematopoietic neoplasms without further specification
2B3Z,Neoplasms of haematopoietic or lymphoid tissues
2B50.0,Chondrosarcoma of bone or articular cartilage of limbs
2B50.1,Chondrosarcoma of bone or articular cartilage of pelvis
2B50.2,Chondrosarcoma of bone or articular cartilage of ribs. sternum or clavicle
2B50.Y,Chondrosarcoma of bone and articular cartilage of other specified sites
2B50.Z,Chondrosarcoma of bone and articular cartilage of unspecified sites
2B51.0,Osteosarcoma of bone or articular cartilage of jaw
2B51.1,Osteosarcoma of bone or articular cartilage of limbs
2B51.2,Osteosarcoma of bone or articular cartilage of pelvis
2B51.Y,Osteosarcoma of bone and articular cartilage of other specified sites
2B51.Z,Osteosarcoma of bone and articular cartilage of unspecified sites
2B52.0,Ewing sarcoma of bone or articular cartilage of limbs
2B52.1,Ewing sarcoma of bone or articular cartilage of pelvis
2B52.2,Ewing sarcoma of bone or articular cartilage of ribs
2B52.3,Ewing sarcoma of soft tissue
2B52.Y,Ewing sarcoma of bone and articular cartilage of other specified sites
2B52.Z,Ewing sarcoma of bone and articular cartilage of unspecified sites
2B53.0,Myxofibrosarcoma
2B53.1,Fibroblastic or myofibroblastic tumour of skin
2B53.Y,Other specified fibroblastic or myofibroblastic tumour
2B53.Z,Fibroblastic or myofibroblastic tumour
2B54.0,Unclassified pleomorphic sarcoma of skin
2B54.1,Unclassified pleomorphic sarcoma of retroperitoneum or peritoneum
2B54.Y,Unclassified pleomorphic sarcoma
2B54.Z,Unclassified pleomorphic sarcoma
2B55.0,Rhabdomyosarcoma of the oral cavity or pharynx
2B55.1,Rhabdomyosarcoma of respiratory or intra-thoracic organs
